79874	-0.643045	0.054295
100505549	-0.505758	0.901813
100421845	0.964886	0.484109
379031	-0.710501	0.511667
319111	0.987055	0.762569
9425	0.932048	0.929881
440836	-0.527019	0.0975222
100128022	-0.180451	0.131173
100419762	0.509133	0.348103
171391	-0.100433	0.199335
100130239	0.473036	0.203367
9529	0.536321	0.24128
1074	0.227467	0.345772
6625	0.445264	0.117223
100313968	-0.638423	0.193864
100189250	-0.278903	0.404394
9853	-0.54844	0.669057
9002	0.914426	0.431665
652170	0.607628	0.798189
90070	0.990482	0.211804
100506248	-0.341962	0.762342
197370	0.513519	0.961277
90826	0.139785	0.608506
9966	-0.269816	0.343548
58485	0.199976	0.525629
139135	-0.030067	0.65565
7044	-0.923496	0.189923
100652731	0.857491	0.58298
137682	-0.969179	0.293675
100190923	-0.90948	0.794732
100271288	0.422732	0.536361
23564	0.173589	0.210947
641616	-0.17217	0.515821
28417	0.67667	0.659911
6378	-0.0376478	0.852765
92797	-0.0369438	0.272296
3424	0.462391	0.969469
5645	-0.248755	0.2386
339845	-0.514591	0.0189394
11041	0.965306	0.80262
1321	0.126971	0.388829
100653327	0.305057	0.993708
100129552	0.427532	0.102367
100652813	-0.105422	0.692795
100507334	-0.334088	0.921749
170526	0.264982	0.932185
100653048	-0.14816	0.30049
100302719	0.778057	0.0173738
55288	-0.70389	0.959162
100507360	0.428939	0.306467
5862	0.656192	0.807892
6032	0.81851	0.642813
35	0.257371	0.118471
54987	0.837945	0.623981
80712	-0.48483	0.951304
6193	-0.907588	0.0209271
731220	-0.8239	0.517843
100507948	0.757328	0.402179
56479	0.122647	0.598156
100188827	-0.849898	0.39149
647195	-0.29003	0.244789
5638	-0.783943	0.112289
100126336	-0.465591	0.266392
100420263	0.872163	0.186177
26	0.0148702	0.147594
5255	0.8414	0.929461
80831	-0.726497	0.871569
100422954	-0.97529	0.722036
100847069	0.757171	0.387447
8939	-0.507139	0.111724
9084	0.693562	0.659659
5306	0.559324	0.358563
440275	-0.631729	0.0101796
112937	-0.82817	0.329467
28327	-0.39834	0.506571
10542	-0.226789	0.937296
9857	-0.680918	0.77971
100420369	-0.645075	0.805293
544614	0.124768	0.470075
474200	-0.280777	0.371774
645160	-0.234255	0.256307
9326	0.944076	0.660565
493820	0.0105731	0.198021
100419793	-0.791232	0.888413
9382	-0.27408	0.453714
642975	-0.870413	0.850762
100420403	-0.441134	0.91192
27033	-0.88046	0.615966
400958	0.127886	0.66827
221935	-0.329114	0.0377943
100288615	-0.42843	0.931249
2635	0.599703	0.331075
100129090	0.474839	0.56744
387357	-0.967873	0.425515
126755	-0.941243	0.784177
100133261	0.96163	0.689944
85379	0.559371	0.597979
79598	-0.430781	0.746255
645326	0.387748	0.442523
84945	-0.161743	0.150771
